ID,NAME,LINK_ID,tid,tname,m_tid,m_tname
47,"《第一财经周刊》怎么在 3 年间做到这么大规模的？",19720747,19571798,财经媒体,19571798,财经媒体
48,怎样看待《金融时报》报道中国禁止国企与美资咨询公司合作的传闻？,23911079,19560266,咨询,19560266,咨询
49,数学系的人打算了解一下经济学，看什么书合适？,24530524,19677433,经济学书籍,19677433,经济学书籍
50,上中科大还是上海财经大学？,22415980,19681366,上海财经大学,19681366,上海财经大学
51,在中央财经大学就读是一种怎样的体验？,24367603,19556353,大学,12,教育
52,如何看待中央调查央视著名主持人芮成钢的传闻？,24012048,19648459,芮成钢,19648459,芮成钢
53,如何成为一名优秀的财经记者？,23248796,19552090,记者,19552090,记者
54,如何看待2015年8月24、25、26日股票大跌，沪指跌破3000点？,34964858,19551404,投资,10,金融
55,「精致的利己主义」是否是一种可耻的价值观？如何看待这一说法？,28091971,19556353,大学,12,教育
56,"什么原因造成李宁 2012 年巨亏 20 亿元？",20892424,19554827,体育,7,体育
57,计量经济学最好的教材是什么？,23516912,19560170,经济学,10,金融
58,2015年下半年以来，经济在走下坡路，但是楼市、股市在却上升，应该如何解释？,36767877,19609455,金融,19609455,金融
59,"如何看待【男子18万元汇错账号对方愿还 法院称不可以】？",30744612,19550874,法律,21,法律
60,如何读懂财经新闻？,19855384,19609455,金融,19609455,金融
61,现在用人民币1万元买什么物品带回500年前，持续经营，可以成为富甲一方的富豪？,27839042,19551077,历史,5,历史
62,"《经济学人》（The Economist）在互联网时代保持成功的原因何在？",19557613,19558663,"经济学人（The Economist）",10,金融
63,"2015 年底，中国制造业形势有多严峻？",37482438,19551066,财经,10,金融
64,考上上海财经大学金融硕士有多难？,28327818,19563107,考研,12,教育
65,怎样评价胡舒立？,21898479,19614300,财新传媒,19614300,财新传媒
66,"2013 年 5 月初部分中国大陆 iOS 用户无法更新 App Store，和「彭博商业周刊」这个应用有关吗？",21023418,19551991,"iOS 应用",16,科技
67,任志强说2015不买房，一辈子也买不起房，背后的逻辑是怎样的？,37367874,19555355,房地产,10,金融
68,"如何评价刘姝威质疑贾跃亭 3 天套现 25 亿？",31398769,19609455,金融,19609455,金融
69,浏览Quora与浏览Economist相比，哪个对提高英语语感和写作更有效？,35236566,19558435,英语学习,13,语言与文化
70,《经济学人》《自然》这些国外优秀期刊的英文原版哪里可以下载？,24792171,19553528,英语,13,语言与文化
71,芮成钢的专业水平如何？,20359307,19648459,芮成钢,19648459,芮成钢
72,如果大连理工大学、大连海事大学、东北财经大学合并，会是一所怎样的大学?,36143159,19895905,东北财经大学,12,教育
73,股市大跌为什么国家不管？,31410279,19559840,股票,10,金融
74,有哪些研究社会问题的经济学论文，让你印象深刻？,30101296,19560170,经济学,10,金融
75,经济金融领域，都有哪些值得引进到国内但尚未引进的外文书籍？,27744461,19661861,财经书籍,19661861,财经书籍
76,有哪些关于金融学的经典笑话？,22273505,19609455,金融,19609455,金融
77,"和 TIME / The New Yorker / The Economist 相比，内容与深度最类似或最能与之相提并论的中文报刊杂志有哪些？",20046225,19556423,文学,13,语言与文化
78,使用中央财经大学沙河校区新图书馆是怎样的体验？,41068295,19556353,大学,12,教育
79,在中南财经政法大学就读是怎样的一种体验？,24427346,19556353,大学,12,教育
80,2016年初，有哪些经济分析是出于平息社会恐慌的画饼充饥？,37698309,19551404,投资,10,金融
81,普通工科211大学大三学生，如何通过自学考上上财金融方面的研究生？,27673599,19609455,金融,19609455,金融
82,想了解一些关于制度经济学的内容，如何由浅入深的设计书单？,30523680,19560170,经济学,10,金融
83,如何评价中央「一号文件」鼓励承包土地向大户流转的内容？会在将来带来哪些影响？,20756562,19551066,财经,10,金融
84,在主动意识下，想帮助日本的企业对中国的一些企业和个人的侵权行为进行起诉和赔偿要求，如果做了算汉奸吗？,22677232,19551404,投资,10,金融
85,芮成钢的英语水平到底怎么样？,24475405,19553528,英语,13,语言与文化
86,上海财经和中央财经相比各有哪些优劣？,20754362,19681366,上海财经大学,19681366,上海财经大学
87,有什么分析中国经济的好书推荐？,22617718,19560170,经济学,10,金融
88,商业地产如何才能走出同质困境？,24807582,19551066,财经,10,金融
89,如何评价东北财经大学？,21823334,19556353,大学,12,教育
90,卫生统计的硕士研究生如何系统地把统计基础打牢？,20544234,19550581,学习,12,教育
91,华尔街慈善互助怎样安全吗？,41522229,19551066,财经,10,金融
92,如何进行产品设计？,23332848,19574520,财经网站,10,金融
93,芮成钢问过哪些很雷人的问题？,20003464,19648459,芮成钢,19648459,芮成钢
94,2014年，中国哪些地区已跨过“中等收入”门槛？,29986326,19552981,经济,10,金融
95,有哪些适合普通人阅读的经济学论文？,29402130,19560170,经济学,10,金融
96,如何高效地阅读《华尔街日报》英文版？,21565887,19654537,华尔街日报,19654537,华尔街日报
97,"如何评价 Peter Thiel 的新书《Zero to One》？",26352309,19550517,互联网,16,科技
98,为了看懂华尔街见闻网站上的资讯，非经济金融专业毕业的理工科从业者需要哪些书籍入门？,21683182,19560170,经济学,10,金融
99,怎样理解中央一号文件中「降低或取消产粮大县直接用于粮食生产等建设项目资金配套」？,22561677,19551066,财经,10,金融
100,《纽约时报》和《华尔街日报》在内容、风格和影响力等方面有哪些区别？,20562512,19654537,华尔街日报,19654537,华尔街日报
101,西南财经大学有哪些奇人?,26619363,19556353,大学,12,教育
102,王晓璐造谣是怎么回事？,35189854,19551066,财经,10,金融
103,如何评价王福重?,22506210,19630295,财经郎眼,19630295,财经郎眼
104,以在金融领域求职为目的，如何阅读【经济学人】？,34508122,19560170,经济学,10,金融
105,如何正确利用kindle的单词本功能来学习《经济学人》进而提升词汇量和写作水平？,32014479,19553528,英语,13,语言与文化
106,在西南财经大学就读是一种怎样的体验？,24405812,19556353,大学,12,教育
107,为什么中国的产业工人不可能像国外工人那样用心做东西？,20118893,19551066,财经,10,金融
108,武大，华科，武理，华师，中南财大，华农，地大的女生的性格和气质各有什么特质？,31263714,19689135,中南财经政法大学,19689135,中南财经政法大学
109,经常被境外主流财经媒体引用的中国高质量财经媒体都有哪些？,24414740,19571798,财经媒体,19571798,财经媒体
110,在天津财经大学就读是怎样一种体验？,24412015,19556353,大学,12,教育
111,2015年9月21日的沪市行情会是怎样的走势？,35751137,19551404,投资,10,金融
112,你是怎么做税收政策整理和更新的？,30732522,19551066,财经,10,金融
113,"《华尔街日报》称苹果正在制造一款全新入门价 iPhone，这可能吗？",20702295,19550292,iPhone,16,科技
114,考研会计专硕怎么准备?,34968911,19563107,考研,12,教育
115,肖钢接替郭树清出任中国证监会主席，他是一个什么样的人？是否还会延续郭氏改革路径？,20859507,19609455,金融,19609455,金融
116,"你怎样看6月19号A股沪指暴跌逾6%失守4500点， 两市近千只股票跌停？",31440841,19551066,财经,10,金融
117,有什么好的股票类游戏吗？,23235566,19551066,财经,10,金融
118,如何看待西南财经大学李雪敏同学跳楼后，家属与学校的冲突？,38995488,19556353,大学,12,教育
119,中国汽车业的峰顶是否到来了？,19664577,19551915,汽车,9,汽车
120,叶檀的财经评论如此多产，可信度高吗？从专业角度，是否客观准确？,20177876,19609455,金融,19609455,金融
121,怎么在国内买到经济学人？,19795352,19558663,"经济学人（The Economist）",10,金融
122,对比日本、印度、缅甸等亚洲国家，中国过去30年经济增长有多惊人？,27061228,19552981,经济,10,金融
123,怎么看待《财经郎眼》上的激辩余额宝这一期节目？,23240485,19609455,金融,19609455,金融
124,如何看待中央财经大学近几日的“宿舍电量限量使用及收电费”事件?,36010336,20011767,中央财经大学,20011767,中央财经大学
125,"在中央财经大学读书一定要考注会或者 ACCA 吗？",30487276,19555480,大学生,12,教育
126,国内比较好的财经网站是？您在炒股时常用的网站是？,20164617,19551066,财经,10,金融
127,中国排名前50名城市，经济总量占全国比重多少？,26953465,19558663,"经济学人（The Economist）",10,金融
128,"经济学人的 Lexington 版块是什么内容？",19651187,19558663,"经济学人（The Economist）",10,金融
129,《商业价值》杂志觉得自己是一个媒体团队还是互联网团队？,20546648,19550517,互联网,16,科技
130,为何几乎相同的新闻，《华尔街日报》是收费的，而路透社是免费的？《华尔街日报》的优势在哪里？,22299609,19571798,财经媒体,19571798,财经媒体
131,"如何用好 Economist Bloomberg 等杂志提高英语？",20889662,19553528,英语,13,语言与文化
132,有哪些关于经济史的经典著作值得推荐？,22652687,19628686,经济史,10,金融
133,人民币升值和国内通货膨胀严重，两者有没有矛盾？,19795393,19551066,财经,10,金融
134,中南财经政法大学有哪些值得推荐的美食？,38547130,19551137,美食,15,食品与安全
135,哪里可以找到世界500强的年报下载？,20645695,19609455,金融,19609455,金融
136,如何看待原武汉工商学院门口被中南财经政法大学放置渣土？,26609493,19550874,法律,21,法律
137,"2016 年中国房地产市场会是怎样的局势？",37655460,19555355,房地产,10,金融
138,中央财经大学和西南财经大学如何选择？,31622004,19567664,高考,12,教育
139,如何看待央视主持芮成钢被检方带走？,24462795,19648459,芮成钢,19648459,芮成钢
140,"经济学有哪些值得推荐给初学者的论文 (Paper)？",23290239,19560170,经济学,10,金融
141,"在大陆有什么好的方法可以订阅每期的The Economist？",21336062,19551086,新闻,19551086,新闻
142,长江经济带设立对相关城市是一次机遇吗，如果能盘活整体经济，那是以怎样的辐射方式？,23592230,19566933,社会,19566933,社会
143,如何看高盛预测：2050年世界前七大经济体将是中国、美国、印度、巴西、墨西哥、俄罗斯和印尼？,29158553,19561759,国际政治,19,军事政治
144,如何系统的学习行为经济学方面的知识？,19611921,19677433,经济学书籍,19677433,经济学书籍
145,"《经济学人》所列出的「中国经济十个 curious features」是否属实？",23703862,19552981,经济,10,金融
146,如何评价中南财大拒录“跑男”？,26425814,19553632,娱乐,19553632,娱乐
147,有什么关于人类行为学的好书值得推荐?,20753707,19550376,书籍推荐,13,语言与文化
148,为什么江西财经大学不是211也不是985？,21592599,19556353,大学,12,教育
149,在北京沙河高教园就读是一种什么体验？,37114560,20011767,中央财经大学,20011767,中央财经大学
150,学习区域经济学，从本科到研究生阶段，有哪些好的教材推荐？,29750023,19560170,经济学,10,金融
151,这种分析报告的图片很漂亮，是用什么软件制作的？,28338867,19551557,设计,14,艺术设计
152,怎么打新股？（A股）?,28207862,19551404,投资,10,金融
153,中国的彩票可信吗？,20351683,19551066,财经,10,金融
154,个人如何奋斗才能成为富豪，进入胡润富豪榜？,20811732,19569420,冷知识,19569420,冷知识
155,上海自贸试验区邮币卡交易中心是一家怎样的单位？,38887416,19551404,投资,10,金融
156,海鑫钢铁的李兆会到底是败家子还是行业寒冬的牺牲品？,23102549,19609455,金融,19609455,金融
157,中央财经大学真的名不副实么？,20232019,19556353,大学,12,教育
158,《白衣校花与大长腿2》中的男主角任浩铭会长究竟有多少钱？,27799997,19551066,财经,10,金融
159,做人清高且很穷是一种什么样的体验？你见过哪些这样的人？,38483151,19550429,电影,6,动漫与电影
160,谁能解释一下油价下跌到卢布贬值的传导链？,26862970,19551066,财经,10,金融
161,日本灾后重建会不会给停滞十几年的日本经济带来转机，刺激日本经济再次腾飞？,19585768,19551066,财经,10,金融
162,兼职创业，老大一直不提股权分配，说先埋头做事，其他事不要多想，等到A轮的时候再说。我现在应该做什么吗？,19866889,19550422,风险投资（VC）,10,金融
163,股票从500w到5000w在回到500w是种什么样的体验？,40036418,19551066,财经,10,金融
164,国家不能多印一些钱给穷人的原因是啥？,20904192,19609455,金融,19609455,金融
165,国内有哪些财经法律类记者的文章值得推荐？,20967241,19550874,法律,21,法律
166,怎么看乐视入股酷派？,31747680,19556664,科技,16,科技
167,大连海事大学和东北财经大学哪个好？,30821087,19895905,东北财经大学,12,教育
168,英专学生怎么使用《经济学人》效率比较高？,29947570,19553528,英语,13,语言与文化
169,如何在能认识女孩。。？,31063429,20011767,中央财经大学,20011767,中央财经大学
170,在江西财经大学就读是怎样一种体验？,24412716,19556353,大学,12,教育
171,财经专业的学生是考证重要还是学习拿奖学金重要？,29225778,19551066,财经,10,金融
172,在广东财经大学读书是怎样的体验？,27189416,19551846,广州市,19551846,广州市
173,请问一众少见的花卉的名字？,22018344,19551066,财经,10,金融
174,"经济学人杂志上「let's party like  it's 1793」是什么意思？",21011443,19551424,政治,19,军事政治
175,为什么大学教师的学历要求那么高？,32195212,19551066,财经,10,金融
176,对外经贸大学，中财，厦大，武大，我该如何选？他们的文科专业相互比较哪个更好？,31632720,19670403,"对外经济贸易大学 (UIBE)",19670403,"对外经济贸易大学 (UIBE)"
177,学金融的人常去的社区或网站都有哪些？,19599123,19574520,财经网站,10,金融
178,如何看待今日头条「中央财经大学新校区启用6年无正式图书馆」这一报道？,38546033,19556353,大学,12,教育
179,初入股市，应该怎么开始选股呢？,19666598,19560972,股票市场,19560972,股票市场
180,央行加息对中国经济有什么影响？,19558322,19551066,财经,10,金融
181,京东网银钱包账户被盗了，要求京东先行赔付一直得不到解决怎么办？,27317247,19551066,财经,10,金融
182,在中央财经大学找男朋友有多难？,25340885,19564412,恋爱,18,人际交往
183,码农和金融民工哪个压力更大？,22786508,19609455,金融,19609455,金融
184,行为经济学著作推荐？,21888499,19677433,经济学书籍,19677433,经济学书籍
185,经济分析员转行为金融记者，如何应对转型的压力？,29107559,19819033,财经记者,19819033,财经记者
186,为什么商业记者一边说《第一财经周刊》是软文周刊，一边每期必看？,20134489,19552090,记者,19552090,记者
187,找个西南财经大学的男生做男朋友是什么感受？,25067443,19564412,恋爱,18,人际交往
188,如何评价上海财经大学？,22589254,19556353,大学,12,教育
189,西南财经大学，暨南大学，华南理工大学，云南财经大学等南方高校的金融怎么样？,21885186,19556353,大学,12,教育
190,"召集与互联网平台合作过的经销商 说说你接触过的汽车电商，为你带来了啥？",41137840,19551915,汽车,9,汽车
191,战后日本经济腾飞的原因是什么，而后又是怎么走向停滞的？,19681931,19550917,日本,19550917,日本
192,在财新传媒实习是一种怎样的体验？,27828318,19648041,财经新闻,19648041,财经新闻
193,如何成为财经记者？如何写出类似《第一财经周刊》上的漂亮文章？,21596682,19551066,财经,10,金融
194,《经济学人》杂志好在哪？,20116977,19552981,经济,10,金融
195,投行、券商从业者读《金融时报》和《华尔街日报》会着重看哪些板块？这些板块有何特点？,23409199,19654537,华尔街日报,19654537,华尔街日报
196,什么样的才是正规贵金属平台？,41323290,19551404,投资,10,金融
197,华尔街的神级交易员为公司赚那么多的利润，为什么不自己跳出来单干？,32046700,19569368,华尔街,19569368,华尔街
198,在中南财经政法大学就读是怎样的体验？,24401126,19556353,大学,12,教育
199,"关于财经的 纪录片都有哪些？",21178455,19551066,财经,10,金融
200,经济学的经典通俗的书有哪些推荐？,20010921,19552981,经济,10,金融
201,财经公关的前景如何？国内有那几家财经公关做的比较好的？通常会采取哪些手段进行公关？,20008276,19551066,财经,10,金融
202,如何用通俗的语言解释什么是基准利率以及再贴现率？,23693877,19609455,金融,19609455,金融
203,《商业价值》是给谁看的？,19844434,19552086,商业价值（杂志）,19552086,商业价值（杂志）
204,"西财MBA vs川大MBA？",22388498,19687047,西南财经大学,19687047,西南财经大学
205,"东北财经大学原属于财政部，后来为什么又归属于辽宁省教育厅? 这一改变对东财有什么影响?",34598611,19895905,东北财经大学,12,教育
206,"看New yorker、Economist、the Atlantic、FT等都是订阅看还是别的途径？",33737420,19558663,"经济学人（The Economist）",10,金融
207,统计学课本很无聊。有什么好的统计学书目推荐吗？,20874488,19553713,书籍,19553713,书籍
208,非法商专业出身的你，是如何杀入金融圈的？,30722585,19609455,金融,19609455,金融
209,《商业价值》是如何在已经饱和的财经商业类杂志中吸引您的注意力并赢得好感的？,20056010,19551166,杂志,19554151,杂志
210,求实证江西财经、天津财经、南京财经、浙江工商对比，哪所优势更强？,24303949,19567664,高考,12,教育
211,如何评价大连海事大学？,38199182,19895905,东北财经大学,12,教育
212,"《经济学人》（The Economist）上的文章在政治光谱上大概处于哪一个位置？",31090851,19551424,政治,19,军事政治
213,在乔布斯式的独裁和否定管理中苹果的设计师和工程师如何保持创造力和创新思维？,23666102,19552266,文化,13,语言与文化
214,对于小白来说，怎么才能读懂那些报纸上的财经板块，或者网站上的财经版块的新闻？,23132702,19609455,金融,19609455,金融
215,想系统了解发展经济学，有哪些书可以推荐？,21898813,19560170,经济学,10,金融
216,经济下行时，我们该怎么应对？,40896765,19551404,投资,10,金融
217,"人民币加入SDR 对国际贸易有什么影响呢？",34565969,19609455,金融,19609455,金融
218,请比较山东大学、中国海洋大学、山东财经大学的本科会计学、金融学专业？,32305515,19551003,金融学,19551003,金融学
219,在校大学生想了解财经类编辑需要具备的技能什么的？,31558246,19571798,财经媒体,19571798,财经媒体
220,审计时查到账外资金是什么体验？老鸟能否分享下过程和精彩故事？,39982428,19551066,财经,10,金融
221,西南财经大学考研想放弃换哪里比较好？,36647356,19556353,大学,12,教育
222,成远是谁？,19551511,19551885,"X 是谁",19551885,"X 是谁"
223,为什么财经频道主持人有这么多美女?,35240113,19609455,金融,19609455,金融
224,盘后下跌是怎么意思？,30319056,19551066,财经,10,金融
225,怎么解读郎咸平所说的「中国债务危机正式爆发」？,19988806,19551066,财经,10,金融
226,华尔街见闻网站的背景有什么？其信息的质量如何？,19923229,19569368,华尔街,19569368,华尔街
227,"2015 年，出现了哪些值得一看的经济学书籍？",38339470,19550376,书籍推荐,13,语言与文化
228,你们的大一是如何度过的？,34987890,19556353,大学,12,教育
229,中国会出现像《经济学人》这样有国际影响力的杂志吗？什么时候能出现？,33029848,19553528,英语,13,语言与文化
230,要是中国10亿人过上发达国家生活，是否真如某些人所说地球资源不可承受？,27057030,19551627,美国,19551627,美国
231,国资委开始考核EVA（经济增加值）指标，请问EVA是什么，该指标如何计算，引入EVA具体的意义；计算当月的EVA的平均资本成本率是否要除以12呢？,20075507,19560170,经济学,10,金融
232,如何看待《财经郎眼》中郎咸平对于比特币的观点？,22617409,19600228,"比特币 (Bitcoin)",19600228,"比特币 (Bitcoin)"
233,中央财经大学、上海财经大学、对外经贸大学以及西安交通大学，哪所高校金融专业性价比高？,36967329,19681366,上海财经大学,19681366,上海财经大学
234,"如果有人借你2亿,限时一周,你能做点什么?",21213994,19551404,投资,10,金融
235,在股票市场里，什么是价值投资？,30201117,19551404,投资,10,金融
236,如何评价财经郎眼王福重和郎咸平关于制造业升级还是发展金融业是中国未来的发展道路?,26581843,19609455,金融,19609455,金融
237,在安徽财经大学学习是怎样的感受？,24888307,19735834,安徽财经大学,19735834,安徽财经大学
238,对外经济贸易大学和中央财经大学的比较？,31735176,19556353,大学,12,教育
239,你的经济学入门教材是什么？你现在会怎么评价它？,27157887,19560170,经济学,19554151,经济学
240,芮成钢的书会被下架吗？你赞成下架吗？为什么？,24475295,19551424,政治,19,军事政治
241,中央财经大学和对外经贸大学哪个适合我？,24453538,20011767,中央财经大学,20011767,中央财经大学
242,在东北财经大学（DUFE）就读是怎样一种体验？,24408783,19556353,大学,12,教育
243,芮成钢的穿衣品位很差么，为什么大家老黑他？,22818519,19641262,服饰搭配,22,生活居家
244,对于准备进入审计领域的学生，有哪些实用建议？,21902803,19609455,金融,19609455,金融
245,有哪些像牛刀一样的专家的话是不能相信的？,37762117,19566933,社会,19566933,社会
246,故意做多和恶意做空都是市场操纵行为，为什么前者没有被禁止？,35907700,19551404,投资,10,金融
247,2015年下半年之后，政府会采取哪些措施引导老百姓再投资房产？,35514478,19551404,投资,10,金融
248,"日经新闻 13 亿美元收购英国《金融时报》会对业界及该报产生什么影响？",33390901,19550917,日本,19550917,日本
249,中南财经政法大学和南京审计学院有何异同？,31684652,19689135,中南财经政法大学,19689135,中南财经政法大学
250,选西南财经大学还是苏州大学？,29941492,19687047,西南财经大学,19687047,西南财经大学
251,大一学生，211财经类大学法学院，如果立志毕业要当律师，请问现在我应该要做些什么？,28226329,19559469,律师,21,法律
252,上市公司可以成立非盈利单位吗？,23937738,19551066,财经,10,金融
253,财经领域有哪些比较接近真实的小说或影视剧？,22505189,19550429,电影,6,动漫与电影
254,为什么中国现在还要发行硬币？发行量大，用的人多吗？,19735892,19609455,金融,19609455,金融
255,西方媒体唱衰我国和我国媒体唱衰印度，二者是不是同样的心理因素？,37356120,19551066,财经,10,金融
256,大家平时去哪里查阅各类财经数据？,21056755,19551066,财经,10,金融
257,《从0到1》对个人发展有什么参考意义？,30763213,19550581,学习,12,教育
258,"谁可以帮忙提供一下2015年会计从业资格证的《财经法规与会计职业道德》的重点 感谢！?",28839060,19569553,第一财经周刊,19569553,第一财经周刊
259,读《经济学人》时句子看不懂怎么办？,24172879,19553528,英语,13,语言与文化
260,如何在网上免费看《经济学人》？,22531826,19558663,"经济学人（The Economist）",10,金融
261,股价被瞬间拉至涨停，是庄家在试盘吗？,22398725,19551066,财经,10,金融
262,越南的平均工资水平怎么样？和中国相比有多高？,19762528,19551066,财经,10,金融
263,外经贸和中央财经毕业生前景对比？,40646584,19567664,高考,12,教育
264,龙永图都出来说TPP对我国没影响了，根据一贯的逻辑，是不是真的影响很大？,36318891,19551066,财经,10,金融
265,FT有哪些可笑的唱衰中国言论？,33310187,19558663,"经济学人（The Economist）",10,金融
266,最近股市大涨，该不该劝阻父母跟风进入股市？,30551761,19551066,财经,10,金融
267,《商业价值》上的《腾讯的核心竞争力到底是什么》这篇文章是通过什么渠道才刊登的？除了回答者本人同意之外，需要提问者、知乎官方的许可吗？,19967645,19553524,知识产权,19553524,知识产权
268,如何看待宏观经济学中的供给侧和需求侧的调控？,38373216,19560170,经济学,10,金融
269,江西财大在南方的名气如何？,19730416,19556353,大学,12,教育
270,怎样从经济学角度分析双十一？,37137069,19560170,经济学,10,金融
271,如何劝爸爸不要炒股？,21123385,19551066,财经,10,金融
272,应该以何种顺序阅读「汉译世界学术名著之经济学系列」？,29875481,19560170,经济学,10,金融
273,山东农业大学和山东财经大学哪个更好一点？,27811515,19688354,山东财经大学,19688354,山东财经大学
274,雪球给你的用户体验怎么样？,20264386,19574520,财经网站,10,金融
275,10万资金在期货市场如果做仓位资金的控制?,24331967,19551066,财经,10,金融
276,在西南财经大学当学渣是一种怎样的体验？,38991062,19556353,大学,12,教育
277,考了一所普通一本（非211），已经读了快一年半了，还想复读，冲刺Top2或者华五?,38756186,19687336,南京财经大学,19687336,南京财经大学
278,怎么看经济学人？,21116333,19558435,英语学习,13,语言与文化
279,两财一贸格局还存在吗？没有出现新的竞争者或者其中之一已经超过另两个？,34313675,19556353,大学,12,教育
280,《大时代》中陈万贤出货北极星，假如涨了为什么会破产？,30641063,19609455,金融,19609455,金融
281,财经记者和证券分析员之间的专业技能差距有多远？,24894697,19571798,财经媒体,19571798,财经媒体
282,胡舒立离开后的一年，《财经》怎么样了？,19849187,19550415,媒体,19550415,媒体
283,"2013 年 10 月 31 日 58 同城（WUBA）开盘大涨超过 50％，市值 20 亿美金是否正常？估值是否过高？",21929358,19559516,首次公开募股（IPO）,19559516,首次公开募股（IPO）
284,"中央财经大学 应用统计专硕复试应该如何准备？",40687199,20011767,中央财经大学,20011767,中央财经大学
285,彭博终端的内容与其财经网站上的免费内容有何差别？,21481576,19550517,互联网,16,科技
286,如何评价《财经郎眼》这个节目？,21231392,19571798,财经媒体,19571798,财经媒体
287,会计专硕选厦大还是上财?,34677168,19563107,考研,12,教育
288,双学位、辅修双学位、第二专业的区别?,33763887,19553176,教育,12,教育
289,金融和法律从业者，在《财经》和《新世纪周刊》这两者中，会选择哪一本作为常看杂志？,20731633,19550874,法律,21,法律
